record_id,screenshot_file,source,visible_date_label,cleaned_text,redactions_applied,notes
243,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,Microsoft,Saturday 14 Jun * 10:25 am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
244,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,Microsoft,Thursday 19 Jun + 9:57 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
245,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
246,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,Microsoft,Monday 30 Jun * 2:03 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
247,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,Microsoft,Friday 4 Jul * 1:00pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
248,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,Microsoft,Wednesday 9 Jul * 2:24pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
249,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,Microsoft,Saturday 19 Jul + 12:38 am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
250,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,Microsoft,Saturday 19 Jul + 11:34 am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
251,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,Microsoft,Wednesday 23 Jul + 8:23 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
252,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,Microsoft,Thursday 24 Jul + 1:51am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
253,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,Microsoft,Thursday 24 Jul * 9:36pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
254,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,Microsoft,Thursday 24 Jul + 10:53 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
255,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
256,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,Microsoft,Thursday 7 Aug * 2:02pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
257,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,Microsoft,Wednesday 20 Aug « 11:41am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
258,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,Microsoft,Wednesday 20 Aug + 6:18pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
259,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,Microsoft,Friday 22 Aug + 9:52am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
260,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
261,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,Microsoft,Tuesday 16 Sept + 2:27 pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
262,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,Microsoft,Wednesday 17 Sept « 8:11pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
263,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,Microsoft,Tuesday 4 Nov + 8:23am,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
264,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,Microsoft,Tuesday 4 Nov + 1:39pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
265,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,Microsoft,,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
266,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,Microsoft,Monday 10 Nov « 4:07 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
267,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,Microsoft,Wednesday 7 Jan « 8:23 pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
268,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,Microsoft,Friday 9 Jan + 12:53 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
269,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,Microsoft,Friday 16 Jan + 2:29 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
270,precleaned\Zabala - April 28\Screenshot_20260428_160951_Messages.jpg,Microsoft,Wednesday 18 Feb + 5:43 pm,Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
271,precleaned\Zabala - April 28\Screenshot_20260428_160951_Messages.jpg,Microsoft,Wednesday 18 Feb + 8:20 pm,Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication. Use verification code <OTP> for Microsoft authentication.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
272,precleaned\Zabala - April 28\Screenshot_20260428_161146_Messages.jpg,Smart,,1/2 29-Dec 18:25: P300 loaded to <PHONE> from XXXXXXXX8660 for 1 year. Ref:ALT572I6NT. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at <URL> C,<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
273,precleaned\Zabala - April 28\Screenshot_20260428_161146_Messages.jpg,Unknown,,Tap to load preview,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
274,precleaned\Zabala - April 28\Screenshot_20260428_161146_Messages.jpg,Smart,Sunday 21 Jan 2024 + 8:49am,1/2 21-Jan 08:49: P115 loaded to <PHONE> from XXXXXXXX8660 for 1 year. Ref:BAL49HHY30. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at <URL>,<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
275,precleaned\Zabala - April 28\Screenshot_20260428_161157_Messages.jpg,Smart,,1/2 O7-Feb 21:30: P300 loaded to <PHONE> from XXXXXXXX8660 for 1 year. Ref:BB76BDDJXW. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at <URL> C Tap to load preview,<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
276,precleaned\Zabala - April 28\Screenshot_20260428_161157_Messages.jpg,Smart,Wednesday 6 Mar 2024 + 2:04pm,1/2 06-Mar 14:04: P300 loaded to <PHONE> from XXXXXXXX7017 for 1 year. Ref:BC63E9IT6R. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at <URL>,<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
277,precleaned\Zabala - April 28\Screenshot_20260428_161205_Messages.jpg,Smart,,1/2 24-Mar 17:01: P300 loaded to <PHONE> from XXXXXXXXO0245 for 1 year. Ref:BCO6G541J6. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at <URL> Cc Tap to load preview,<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
278,precleaned\Zabala - April 28\Screenshot_20260428_161205_Messages.jpg,Smart,Monday 8 Apr 2024 + 6:56pm,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at <URL> C Tap to load preview 1/2 08-Apr 18:56: P300 loaded to <PHONE> from XXXXXXXX8660 for 1 year. Ref:BD82HOEAOM. Get MORE with PROMO LOAD in the Smart App!,<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
279,precleaned\Zabala - April 28\Screenshot_20260428_161214_Messages.jpg,Unknown,,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at <URL> Cc,<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
280,precleaned\Zabala - April 28\Screenshot_20260428_161214_Messages.jpg,Smart,,Tap to load preview 1/2 21-Jun 18:55: P300 loaded to <PHONE> from XXXXXXXX7017 for 1 year. Ref:BFL7P3UKFJ. Get MORE with PROMO LOAD in the Smart App!,<PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
281,precleaned\Zabala - April 28\Screenshot_20260428_161214_Messages.jpg,TikTok,Sunday 28 Jul 2024 +» 5:52pm,1/2 28-Jul 17:52: P300 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:BGS3SOGQDL. Get MORE with PROMO LOAD in the Smart App! 2/2 Do it ALL with POWER ALL! Enjoy up to 30 Days of FREE TikTok + 20 GB + Unli Calls & Texts. Get it NOW at <URL>,<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
282,precleaned\Zabala - April 28\Screenshot_20260428_161223_Messages.jpg,Smart,,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
283,precleaned\Zabala - April 28\Screenshot_20260428_161223_Messages.jpg,Smart,,1/2 03-Sep 16:02: P200 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:BIS9W8FBFD. Get MORE with PROMO LOAD in the Smart App!,<PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
284,precleaned\Zabala - April 28\Screenshot_20260428_161223_Messages.jpg,Smart,Thursday 17 Oct 2024 + 10:30am,"1/2 17-Oct 10:30: P300 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:BJH13863R9. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
285,precleaned\Zabala - April 28\Screenshot_20260428_161232_Messages.jpg,Smart,,"1/2 13-Dec 17:09: P200 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:BLDO8KWBEO. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
286,precleaned\Zabala - April 28\Screenshot_20260428_161232_Messages.jpg,Unknown,,Tap to load preview,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
287,precleaned\Zabala - April 28\Screenshot_20260428_161232_Messages.jpg,Smart,Thursday 2 Jan 2025 + 1:48am,"1/2 02-Jan 01:48: P200 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CA22ADZ7TI. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
288,precleaned\Zabala - April 28\Screenshot_20260428_161240_Messages.jpg,Smart,,"1/2 15-Jan 01:12: P300 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CAFOBL4266. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
289,precleaned\Zabala - April 28\Screenshot_20260428_161240_Messages.jpg,Smart,Wednesday 5 Feb 2025 « 1:19 pm,"1/2 05-Feb 13:19: P300 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CB56DJX3TO. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
290,precleaned\Zabala - April 28\Screenshot_20260428_161252_Messages.jpg,Smart,,"1/2 12-Feb 14:29: P300 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CBC7E6GOLF. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
291,precleaned\Zabala - April 28\Screenshot_20260428_161252_Messages.jpg,Smart,Monday 3 Mar 2025 + 1:49pm,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview 1/2 03-Mar 13:49: P300 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CC34FV1IYC6. Get MORE with PROMO LOAD in the Smart App!",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
292,precleaned\Zabala - April 28\Screenshot_20260428_161302_Messages.jpg,Smart,,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
293,precleaned\Zabala - April 28\Screenshot_20260428_161302_Messages.jpg,Smart,,1/2 15-Mar 16:35: P300 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref: CCF6GZOPAO. Get MORE with PROMO LOAD in the Smart App!,<PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
294,precleaned\Zabala - April 28\Screenshot_20260428_161302_Messages.jpg,Smart,Saturday 29 Mar 2025 * 10:40 pm,"1/2 29-Mar 22:40: P500 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CCT3IAN2V9. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
295,precleaned\Zabala - April 28\Screenshot_20260428_161314_Messages.jpg,Smart,,"1/2 29-Mar 22:42: P100 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CCTZIANIGE. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
296,precleaned\Zabala - April 28\Screenshot_20260428_161314_Messages.jpg,Unknown,,Tap to load preview,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
297,precleaned\Zabala - April 28\Screenshot_20260428_161314_Messages.jpg,Smart,Saturday 5 Apr 2025 * 7:20pm,"1/2 05-Apr 19:20: P200 loaded to <PHONE> from XXXXXXXX1336 for 1 year. Ref:CD57IWVG2D. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
298,precleaned\Zabala - April 28\Screenshot_20260428_161323_Messages.jpg,Smart,,"1/2 O7-May 10:38: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:CE75LPS10B. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
299,precleaned\Zabala - April 28\Screenshot_20260428_161323_Messages.jpg,Smart,Tuesday 13 May * 12:50 pm,"1/2 13-May 12:50: P200 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref: CEDIMAJJVP. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
300,precleaned\Zabala - April 28\Screenshot_20260428_161333_Messages.jpg,Smart,,"1/2 06-Jun 20:05: P200 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:CF610F4VRP. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
301,precleaned\Zabala - April 28\Screenshot_20260428_161333_Messages.jpg,Smart,Tuesday 10 Jun * 12:36pm,"1/2 10-Jun 12:36: P200 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:;CFAIOQ5BYL. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
302,precleaned\Zabala - April 28\Screenshot_20260428_161342_Messages.jpg,Smart,,"1/2 15-Aug 12:31: P200 loaded to <PHONE> from XXXXXXXX2950 for 1 year. Ref:;CHF6UDJ2WU. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
303,precleaned\Zabala - April 28\Screenshot_20260428_161342_Messages.jpg,Unknown,,Tap to load preview,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
304,precleaned\Zabala - April 28\Screenshot_20260428_161342_Messages.jpg,Smart,Wednesday 27 Aug - 6:05pm,"1/2 27-Aug 18:05: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:;CHRIVEZPOR. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
305,precleaned\Zabala - April 28\Screenshot_20260428_161350_Messages.jpg,Smart,,"1/2 16-Sep 17:51: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:CIG7016RAX. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
306,precleaned\Zabala - April 28\Screenshot_20260428_161350_Messages.jpg,Smart,Saturday 4 Oct + 2:21am,"1/2 04-Oct 02:21: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:CJ44111XJ2. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
307,precleaned\Zabala - April 28\Screenshot_20260428_161358_Messages.jpg,Smart,,"1/2 30-Oct 10:38: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:CJU33Q9QFT. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview s——_ A Unread ii",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
308,precleaned\Zabala - April 28\Screenshot_20260428_161358_Messages.jpg,Smart,Tuesday 25 Nov « 5:21pm,"1/2 25-Nov 17:21: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:;CKP85ZJPV8. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
309,precleaned\Zabala - April 28\Screenshot_20260428_161406_Messages.jpg,Smart,,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview 1/2 18-Dec 21:42: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:CLI77Z23RN. Get MORE with PROMO LOAD in the Smart App!",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
310,precleaned\Zabala - April 28\Screenshot_20260428_161406_Messages.jpg,Smart,Monday 22 Dec + 6:38 pm,"1/2 22-Dec 18:38: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref: CLM48AWRSY. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
311,precleaned\Zabala - April 28\Screenshot_20260428_161414_Messages.jpg,Smart,,"1/2 14-Jan 16:42: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:DAE3A6ZSD1. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
312,precleaned\Zabala - April 28\Screenshot_20260428_161414_Messages.jpg,Smart,Sunday 8 Feb « 1:12am,"1/2 08-Feb 01:12: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref: DB80C7IMSS. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
313,precleaned\Zabala - April 28\Screenshot_20260428_161422_Messages.jpg,Smart,,"1/2 18-Feb 15:58: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:DBI6D32L9I. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
314,precleaned\Zabala - April 28\Screenshot_20260428_161422_Messages.jpg,Unknown,,Tap to load preview,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
315,precleaned\Zabala - April 28\Screenshot_20260428_161422_Messages.jpg,Smart,Wednesday 4 Mar « 12:14 am,"1/2 04-Mar 00:14: P300 loaded to <PHONE> from XXXXXXXX7438 for 1 year. Ref:DC4OE6TEAW. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! <URL>",<URL>; <PHONE>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
316,precleaned\Zabala - April 28\Screenshot_20260428_161450_Messages.jpg,BPI,,"BPI] #MagingListoHuwagMagpaloko: Your One-Time PIN is <OTP>. Enter this code to confirm your login to BPI on your browser. If you did not make this login request, change your password or call the hotline immediately.",<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
317,precleaned\Zabala - April 28\Screenshot_20260428_161450_Messages.jpg,BPI,Thursday 23 May 2024 « 11:02 pm,BPI] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S918B.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
318,precleaned\Zabala - April 28\Screenshot_20260428_161450_Messages.jpg,BPI,Wednesday 27 Aug * 6:04pm,BPI] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S938B.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
319,precleaned\Zabala - April 28\Screenshot_20260428_161459_Messages.jpg,BPI,Wednesday 14 Jan + 11:32am,BPI] DO NOT SHARE: Use your SECRET one-time PIN password <OTP> to reset your password in BPI online.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
320,precleaned\Zabala - April 28\Screenshot_20260428_161459_Messages.jpg,BPI,Saturday 14 Mar - 5:05pm,BPI] DO NOT SHARE: Use your SECRET one-time PIN <OTP> to activate BPI Mobile Key on your SM-S938B.,<OTP>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
321,precleaned\Zabala - April 28\Screenshot_20260428_161512_Messages.jpg,Unknown,,PBB] hi <NAME> 461425,<NAME>,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
322,precleaned\Zabala - April 28\Screenshot_20260428_161726_Messages.jpg,Unknown,,You earned 4.95 GigaPoints on your promo,,OCR extracted from screenshot; review rows where screenshot text was partially cropped or low contrast.
